sample_id,split,label,audio_path,image_path,script_text,scene_id,rl_optimized_label
animated_SB_387,train,not_optimized,animated\audio\audio_387.wav,animated\images\img_387.npy,Dialogue between characters,17,0
animated_SB_859,train,not_optimized,animated\audio\audio_859.wav,animated\images\img_859.npy,Chase sequence begins,19,0
animated_SB_466,train,not_optimized,animated\audio\audio_466.wav,animated\images\img_466.npy,Villain sets a trap,7,0
animated_SB_620,train,not_optimized,animated\audio\audio_620.wav,animated\images\img_620.npy,Villain sets a trap,17,0
animated_SB_1069,train,not_optimized,animated\audio\audio_1069.wav,animated\images\img_1069.npy,Villain sets a trap,9,0
animated_SB_154,train,not_optimized,animated\audio\audio_154.wav,animated\images\img_154.npy,Hero enters the room,17,0
animated_SB_122,train,not_optimized,animated\audio\audio_122.wav,animated\images\img_122.npy,Villain sets a trap,7,0
animated_SB_573,train,not_optimized,animated\audio\audio_573.wav,animated\images\img_573.npy,Climactic battle scene,1,0
animated_SB_567,train,not_optimized,animated\audio\audio_567.wav,animated\images\img_567.npy,Dialogue between characters,15,0
animated_SB_329,train,not_optimized,animated\audio\audio_329.wav,animated\images\img_329.npy,Chase sequence begins,4,0
animated_SB_925,train,not_optimized,animated\audio\audio_925.wav,animated\images\img_925.npy,Dialogue between characters,5,0
animated_SB_621,train,not_optimized,animated\audio\audio_621.wav,animated\images\img_621.npy,Climactic battle scene,16,0
animated_SB_300,train,not_optimized,animated\audio\audio_300.wav,animated\images\img_300.npy,Villain sets a trap,3,0
animated_SB_384,train,not_optimized,animated\audio\audio_384.wav,animated\images\img_384.npy,Climactic battle scene,16,0
animated_SB_267,train,not_optimized,animated\audio\audio_267.wav,animated\images\img_267.npy,Villain sets a trap,3,0
animated_SB_611,train,not_optimized,animated\audio\audio_611.wav,animated\images\img_611.npy,Chase sequence begins,8,0
animated_SB_363,train,not_optimized,animated\audio\audio_363.wav,animated\images\img_363.npy,Climactic battle scene,15,0
animated_SB_577,train,not_optimized,animated\audio\audio_577.wav,animated\images\img_577.npy,Dialogue between characters,17,0
animated_SB_581,train,not_optimized,animated\audio\audio_581.wav,animated\images\img_581.npy,Hero enters the room,1,0
animated_SB_1080,train,not_optimized,animated\audio\audio_1080.wav,animated\images\img_1080.npy,Climactic battle scene,4,0
animated_SB_675,train,not_optimized,animated\audio\audio_675.wav,animated\images\img_675.npy,Dialogue between characters,18,0
animated_SB_686,train,not_optimized,animated\audio\audio_686.wav,animated\images\img_686.npy,Chase sequence begins,13,0
animated_SB_115,train,not_optimized,animated\audio\audio_115.wav,animated\images\img_115.npy,Hero enters the room,10,0
animated_SB_571,train,not_optimized,animated\audio\audio_571.wav,animated\images\img_571.npy,Villain sets a trap,13,0
animated_SB_10,train,not_optimized,animated\audio\audio_10.wav,animated\images\img_10.npy,Villain sets a trap,8,0
animated_SB_81,train,not_optimized,animated\audio\audio_81.wav,animated\images\img_81.npy,Chase sequence begins,17,0
animated_SB_590,train,not_optimized,animated\audio\audio_590.wav,animated\images\img_590.npy,Climactic battle scene,5,0
animated_SB_1105,train,not_optimized,animated\audio\audio_1105.wav,animated\images\img_1105.npy,Chase sequence begins,11,0
animated_SB_324,train,not_optimized,animated\audio\audio_324.wav,animated\images\img_324.npy,Climactic battle scene,8,0
animated_SB_776,train,not_optimized,animated\audio\audio_776.wav,animated\images\img_776.npy,Climactic battle scene,13,0
animated_SB_412,train,not_optimized,animated\audio\audio_412.wav,animated\images\img_412.npy,Chase sequence begins,8,0
animated_SB_661,train,not_optimized,animated\audio\audio_661.wav,animated\images\img_661.npy,Hero enters the room,15,0
animated_SB_991,train,not_optimized,animated\audio\audio_991.wav,animated\images\img_991.npy,Villain sets a trap,17,0
animated_SB_882,train,not_optimized,animated\audio\audio_882.wav,animated\images\img_882.npy,Hero enters the room,10,0
animated_SB_1191,train,not_optimized,animated\audio\audio_1191.wav,animated\images\img_1191.npy,Climactic battle scene,3,0
animated_SB_282,train,not_optimized,animated\audio\audio_282.wav,animated\images\img_282.npy,Dialogue between characters,18,0
animated_SB_338,train,not_optimized,animated\audio\audio_338.wav,animated\images\img_338.npy,Chase sequence begins,10,0
animated_SB_548,train,not_optimized,animated\audio\audio_548.wav,animated\images\img_548.npy,Dialogue between characters,8,0
animated_SB_1136,train,not_optimized,animated\audio\audio_1136.wav,animated\images\img_1136.npy,Villain sets a trap,7,0
animated_SB_1158,train,not_optimized,animated\audio\audio_1158.wav,animated\images\img_1158.npy,Dialogue between characters,8,0
animated_SB_42,train,not_optimized,animated\audio\audio_42.wav,animated\images\img_42.npy,Dialogue between characters,15,0
animated_SB_841,train,not_optimized,animated\audio\audio_841.wav,animated\images\img_841.npy,Villain sets a trap,18,0
animated_SB_596,train,not_optimized,animated\audio\audio_596.wav,animated\images\img_596.npy,Hero enters the room,10,0
animated_SB_1100,train,not_optimized,animated\audio\audio_1100.wav,animated\images\img_1100.npy,Hero enters the room,11,0
animated_SB_733,train,not_optimized,animated\audio\audio_733.wav,animated\images\img_733.npy,Villain sets a trap,4,0
animated_SB_257,train,not_optimized,animated\audio\audio_257.wav,animated\images\img_257.npy,Climactic battle scene,19,0
animated_SB_1007,train,not_optimized,animated\audio\audio_1007.wav,animated\images\img_1007.npy,Chase sequence begins,7,0
animated_SB_908,train,not_optimized,animated\audio\audio_908.wav,animated\images\img_908.npy,Hero enters the room,8,0
animated_SB_1227,train,not_optimized,animated\audio\audio_1227.wav,animated\images\img_1227.npy,Villain sets a trap,7,0
animated_SB_91,train,not_optimized,animated\audio\audio_91.wav,animated\images\img_91.npy,Villain sets a trap,9,0
animated_SB_533,train,not_optimized,animated\audio\audio_533.wav,animated\images\img_533.npy,Villain sets a trap,15,0
animated_SB_632,train,not_optimized,animated\audio\audio_632.wav,animated\images\img_632.npy,Dialogue between characters,6,0
animated_SB_997,train,not_optimized,animated\audio\audio_997.wav,animated\images\img_997.npy,Dialogue between characters,8,0
animated_SB_946,train,not_optimized,animated\audio\audio_946.wav,animated\images\img_946.npy,Villain sets a trap,9,0
animated_SB_530,train,not_optimized,animated\audio\audio_530.wav,animated\images\img_530.npy,Chase sequence begins,3,0
animated_SB_498,train,not_optimized,animated\audio\audio_498.wav,animated\images\img_498.npy,Villain sets a trap,13,0
animated_SB_612,train,not_optimized,animated\audio\audio_612.wav,animated\images\img_612.npy,Chase sequence begins,7,0
animated_SB_689,train,not_optimized,animated\audio\audio_689.wav,animated\images\img_689.npy,Chase sequence begins,15,0
animated_SB_642,train,not_optimized,animated\audio\audio_642.wav,animated\images\img_642.npy,Villain sets a trap,10,0
animated_SB_337,train,not_optimized,animated\audio\audio_337.wav,animated\images\img_337.npy,Hero enters the room,18,0
animated_SB_734,train,not_optimized,animated\audio\audio_734.wav,animated\images\img_734.npy,Chase sequence begins,15,0
animated_SB_570,train,not_optimized,animated\audio\audio_570.wav,animated\images\img_570.npy,Villain sets a trap,18,0
animated_SB_1150,train,not_optimized,animated\audio\audio_1150.wav,animated\images\img_1150.npy,Hero enters the room,17,0
animated_SB_920,train,not_optimized,animated\audio\audio_920.wav,animated\images\img_920.npy,Dialogue between characters,12,0
animated_SB_241,train,not_optimized,animated\audio\audio_241.wav,animated\images\img_241.npy,Dialogue between characters,4,0
animated_SB_318,train,not_optimized,animated\audio\audio_318.wav,animated\images\img_318.npy,Dialogue between characters,10,0
animated_SB_720,train,not_optimized,animated\audio\audio_720.wav,animated\images\img_720.npy,Villain sets a trap,7,0
animated_SB_168,train,not_optimized,animated\audio\audio_168.wav,animated\images\img_168.npy,Climactic battle scene,1,0
animated_SB_504,train,not_optimized,animated\audio\audio_504.wav,animated\images\img_504.npy,Hero enters the room,7,0
animated_SB_1144,train,not_optimized,animated\audio\audio_1144.wav,animated\images\img_1144.npy,Hero enters the room,6,0
animated_SB_713,train,not_optimized,animated\audio\audio_713.wav,animated\images\img_713.npy,Climactic battle scene,18,0
animated_SB_1075,train,not_optimized,animated\audio\audio_1075.wav,animated\images\img_1075.npy,Chase sequence begins,5,0
animated_SB_996,train,not_optimized,animated\audio\audio_996.wav,animated\images\img_996.npy,Villain sets a trap,1,0
animated_SB_1210,train,not_optimized,animated\audio\audio_1210.wav,animated\images\img_1210.npy,Hero enters the room,12,0
animated_SB_405,train,not_optimized,animated\audio\audio_405.wav,animated\images\img_405.npy,Climactic battle scene,12,0
animated_SB_995,train,not_optimized,animated\audio\audio_995.wav,animated\images\img_995.npy,Dialogue between characters,4,0
animated_SB_396,train,not_optimized,animated\audio\audio_396.wav,animated\images\img_396.npy,Dialogue between characters,12,0
animated_SB_967,train,not_optimized,animated\audio\audio_967.wav,animated\images\img_967.npy,Chase sequence begins,17,0
animated_SB_808,train,not_optimized,animated\audio\audio_808.wav,animated\images\img_808.npy,Dialogue between characters,9,0
animated_SB_424,train,not_optimized,animated\audio\audio_424.wav,animated\images\img_424.npy,Dialogue between characters,10,0
animated_SB_1010,train,not_optimized,animated\audio\audio_1010.wav,animated\images\img_1010.npy,Villain sets a trap,3,0
animated_SB_501,train,not_optimized,animated\audio\audio_501.wav,animated\images\img_501.npy,Dialogue between characters,6,0
animated_SB_783,train,not_optimized,animated\audio\audio_783.wav,animated\images\img_783.npy,Climactic battle scene,17,0
animated_SB_765,train,not_optimized,animated\audio\audio_765.wav,animated\images\img_765.npy,Climactic battle scene,4,0
animated_SB_183,train,not_optimized,animated\audio\audio_183.wav,animated\images\img_183.npy,Chase sequence begins,16,0
animated_SB_1118,train,not_optimized,animated\audio\audio_1118.wav,animated\images\img_1118.npy,Hero enters the room,15,0
animated_SB_109,train,not_optimized,animated\audio\audio_109.wav,animated\images\img_109.npy,Climactic battle scene,5,0
animated_SB_19,train,not_optimized,animated\audio\audio_19.wav,animated\images\img_19.npy,Dialogue between characters,17,0
animated_SB_778,train,not_optimized,animated\audio\audio_778.wav,animated\images\img_778.npy,Climactic battle scene,5,0
animated_SB_679,train,not_optimized,animated\audio\audio_679.wav,animated\images\img_679.npy,Dialogue between characters,5,0
animated_SB_1257,train,not_optimized,animated\audio\audio_1257.wav,animated\images\img_1257.npy,Hero enters the room,4,0
animated_SB_736,train,not_optimized,animated\audio\audio_736.wav,animated\images\img_736.npy,Dialogue between characters,15,0
animated_SB_886,train,not_optimized,animated\audio\audio_886.wav,animated\images\img_886.npy,Chase sequence begins,15,0
animated_SB_465,train,not_optimized,animated\audio\audio_465.wav,animated\images\img_465.npy,Hero enters the room,10,0
animated_SB_84,train,not_optimized,animated\audio\audio_84.wav,animated\images\img_84.npy,Dialogue between characters,3,0
animated_SB_722,train,not_optimized,animated\audio\audio_722.wav,animated\images\img_722.npy,Villain sets a trap,7,0
animated_SB_481,train,not_optimized,animated\audio\audio_481.wav,animated\images\img_481.npy,Villain sets a trap,14,0
animated_SB_1167,train,not_optimized,animated\audio\audio_1167.wav,animated\images\img_1167.npy,Chase sequence begins,9,0
animated_SB_1055,train,not_optimized,animated\audio\audio_1055.wav,animated\images\img_1055.npy,Climactic battle scene,12,0
animated_SB_1029,train,not_optimized,animated\audio\audio_1029.wav,animated\images\img_1029.npy,Climactic battle scene,18,0
animated_SB_1154,train,not_optimized,animated\audio\audio_1154.wav,animated\images\img_1154.npy,Climactic battle scene,15,0
animated_SB_470,train,not_optimized,animated\audio\audio_470.wav,animated\images\img_470.npy,Hero enters the room,11,0
animated_SB_1011,train,not_optimized,animated\audio\audio_1011.wav,animated\images\img_1011.npy,Villain sets a trap,8,0
animated_SB_913,train,not_optimized,animated\audio\audio_913.wav,animated\images\img_913.npy,Dialogue between characters,13,0
animated_SB_209,train,not_optimized,animated\audio\audio_209.wav,animated\images\img_209.npy,Dialogue between characters,2,0
animated_SB_1168,train,not_optimized,animated\audio\audio_1168.wav,animated\images\img_1168.npy,Dialogue between characters,13,0
animated_SB_128,train,not_optimized,animated\audio\audio_128.wav,animated\images\img_128.npy,Climactic battle scene,7,0
animated_SB_832,train,not_optimized,animated\audio\audio_832.wav,animated\images\img_832.npy,Dialogue between characters,14,0
animated_SB_426,train,not_optimized,animated\audio\audio_426.wav,animated\images\img_426.npy,Climactic battle scene,9,0
animated_SB_66,train,not_optimized,animated\audio\audio_66.wav,animated\images\img_66.npy,Climactic battle scene,13,0
animated_SB_114,train,not_optimized,animated\audio\audio_114.wav,animated\images\img_114.npy,Hero enters the room,15,0
animated_SB_673,train,not_optimized,animated\audio\audio_673.wav,animated\images\img_673.npy,Climactic battle scene,19,0
animated_SB_680,train,not_optimized,animated\audio\audio_680.wav,animated\images\img_680.npy,Villain sets a trap,9,0
animated_SB_1192,train,not_optimized,animated\audio\audio_1192.wav,animated\images\img_1192.npy,Dialogue between characters,12,0
animated_SB_1220,train,not_optimized,animated\audio\audio_1220.wav,animated\images\img_1220.npy,Hero enters the room,14,0
animated_SB_1036,train,not_optimized,animated\audio\audio_1036.wav,animated\images\img_1036.npy,Chase sequence begins,19,0
animated_SB_432,train,not_optimized,animated\audio\audio_432.wav,animated\images\img_432.npy,Chase sequence begins,18,0
animated_SB_880,train,not_optimized,animated\audio\audio_880.wav,animated\images\img_880.npy,Hero enters the room,10,0
animated_SB_368,train,not_optimized,animated\audio\audio_368.wav,animated\images\img_368.npy,Climactic battle scene,16,0
animated_SB_1193,train,not_optimized,animated\audio\audio_1193.wav,animated\images\img_1193.npy,Villain sets a trap,13,0
animated_SB_894,train,not_optimized,animated\audio\audio_894.wav,animated\images\img_894.npy,Chase sequence begins,12,0
animated_SB_111,train,not_optimized,animated\audio\audio_111.wav,animated\images\img_111.npy,Villain sets a trap,7,0
animated_SB_1053,train,not_optimized,animated\audio\audio_1053.wav,animated\images\img_1053.npy,Dialogue between characters,12,0
animated_SB_207,train,not_optimized,animated\audio\audio_207.wav,animated\images\img_207.npy,Villain sets a trap,16,0
animated_SB_428,train,not_optimized,animated\audio\audio_428.wav,animated\images\img_428.npy,Climactic battle scene,17,0
animated_SB_770,train,not_optimized,animated\audio\audio_770.wav,animated\images\img_770.npy,Chase sequence begins,19,0
animated_SB_266,train,not_optimized,animated\audio\audio_266.wav,animated\images\img_266.npy,Villain sets a trap,4,0
animated_SB_496,train,not_optimized,animated\audio\audio_496.wav,animated\images\img_496.npy,Dialogue between characters,17,0
animated_SB_605,train,not_optimized,animated\audio\audio_605.wav,animated\images\img_605.npy,Villain sets a trap,13,0
animated_SB_598,train,not_optimized,animated\audio\audio_598.wav,animated\images\img_598.npy,Hero enters the room,17,0
animated_SB_1061,train,not_optimized,animated\audio\audio_1061.wav,animated\images\img_1061.npy,Hero enters the room,19,0
animated_SB_1096,train,not_optimized,animated\audio\audio_1096.wav,animated\images\img_1096.npy,Dialogue between characters,13,0
animated_SB_875,train,not_optimized,animated\audio\audio_875.wav,animated\images\img_875.npy,Villain sets a trap,1,0
animated_SB_239,train,not_optimized,animated\audio\audio_239.wav,animated\images\img_239.npy,Hero enters the room,4,0
animated_SB_910,train,not_optimized,animated\audio\audio_910.wav,animated\images\img_910.npy,Hero enters the room,14,0
animated_SB_692,train,not_optimized,animated\audio\audio_692.wav,animated\images\img_692.npy,Climactic battle scene,17,0
animated_SB_1072,train,not_optimized,animated\audio\audio_1072.wav,animated\images\img_1072.npy,Villain sets a trap,4,0
animated_SB_259,train,not_optimized,animated\audio\audio_259.wav,animated\images\img_259.npy,Climactic battle scene,2,0
animated_SB_538,train,not_optimized,animated\audio\audio_538.wav,animated\images\img_538.npy,Climactic battle scene,1,0
animated_SB_951,train,not_optimized,animated\audio\audio_951.wav,animated\images\img_951.npy,Villain sets a trap,11,0
animated_SB_348,train,not_optimized,animated\audio\audio_348.wav,animated\images\img_348.npy,Dialogue between characters,2,0
animated_SB_34,train,not_optimized,animated\audio\audio_34.wav,animated\images\img_34.npy,Hero enters the room,14,0
animated_SB_76,train,not_optimized,animated\audio\audio_76.wav,animated\images\img_76.npy,Dialogue between characters,1,0
animated_SB_825,train,not_optimized,animated\audio\audio_825.wav,animated\images\img_825.npy,Chase sequence begins,3,0
animated_SB_1228,train,not_optimized,animated\audio\audio_1228.wav,animated\images\img_1228.npy,Hero enters the room,5,0
animated_SB_1103,train,not_optimized,animated\audio\audio_1103.wav,animated\images\img_1103.npy,Chase sequence begins,4,0
animated_SB_737,train,not_optimized,animated\audio\audio_737.wav,animated\images\img_737.npy,Dialogue between characters,8,0
animated_SB_79,train,not_optimized,animated\audio\audio_79.wav,animated\images\img_79.npy,Hero enters the room,11,0
animated_SB_7,train,not_optimized,animated\audio\audio_7.wav,animated\images\img_7.npy,Dialogue between characters,11,0
animated_SB_1221,train,not_optimized,animated\audio\audio_1221.wav,animated\images\img_1221.npy,Villain sets a trap,17,0
animated_SB_829,train,not_optimized,animated\audio\audio_829.wav,animated\images\img_829.npy,Chase sequence begins,11,0
animated_SB_251,train,not_optimized,animated\audio\audio_251.wav,animated\images\img_251.npy,Chase sequence begins,12,0
animated_SB_1057,train,not_optimized,animated\audio\audio_1057.wav,animated\images\img_1057.npy,Climactic battle scene,10,0
animated_SB_616,train,not_optimized,animated\audio\audio_616.wav,animated\images\img_616.npy,Dialogue between characters,12,0
animated_SB_25,train,not_optimized,animated\audio\audio_25.wav,animated\images\img_25.npy,Villain sets a trap,12,0
animated_SB_354,train,not_optimized,animated\audio\audio_354.wav,animated\images\img_354.npy,Villain sets a trap,7,0
animated_SB_1104,train,not_optimized,animated\audio\audio_1104.wav,animated\images\img_1104.npy,Dialogue between characters,19,0
animated_SB_248,train,not_optimized,animated\audio\audio_248.wav,animated\images\img_248.npy,Hero enters the room,17,0
animated_SB_268,train,not_optimized,animated\audio\audio_268.wav,animated\images\img_268.npy,Chase sequence begins,17,0
animated_SB_145,train,not_optimized,animated\audio\audio_145.wav,animated\images\img_145.npy,Chase sequence begins,8,0
animated_SB_473,train,not_optimized,animated\audio\audio_473.wav,animated\images\img_473.npy,Hero enters the room,15,0
animated_SB_539,train,not_optimized,animated\audio\audio_539.wav,animated\images\img_539.npy,Chase sequence begins,3,0
animated_SB_1060,train,not_optimized,animated\audio\audio_1060.wav,animated\images\img_1060.npy,Chase sequence begins,18,0
animated_SB_957,train,not_optimized,animated\audio\audio_957.wav,animated\images\img_957.npy,Villain sets a trap,17,0
animated_SB_1108,train,not_optimized,animated\audio\audio_1108.wav,animated\images\img_1108.npy,Villain sets a trap,4,0
animated_SB_694,train,not_optimized,animated\audio\audio_694.wav,animated\images\img_694.npy,Villain sets a trap,1,0
animated_SB_423,train,not_optimized,animated\audio\audio_423.wav,animated\images\img_423.npy,Hero enters the room,4,0
animated_SB_1194,train,not_optimized,animated\audio\audio_1194.wav,animated\images\img_1194.npy,Climactic battle scene,2,0
animated_SB_741,train,not_optimized,animated\audio\audio_741.wav,animated\images\img_741.npy,Villain sets a trap,19,0
animated_SB_223,train,not_optimized,animated\audio\audio_223.wav,animated\images\img_223.npy,Hero enters the room,11,0
animated_SB_719,train,not_optimized,animated\audio\audio_719.wav,animated\images\img_719.npy,Hero enters the room,10,0
animated_SB_1141,train,not_optimized,animated\audio\audio_1141.wav,animated\images\img_1141.npy,Villain sets a trap,12,0
animated_SB_784,train,not_optimized,animated\audio\audio_784.wav,animated\images\img_784.npy,Chase sequence begins,12,0
animated_SB_952,train,not_optimized,animated\audio\audio_952.wav,animated\images\img_952.npy,Climactic battle scene,6,0
animated_SB_234,train,not_optimized,animated\audio\audio_234.wav,animated\images\img_234.npy,Dialogue between characters,18,0
animated_SB_1095,train,not_optimized,animated\audio\audio_1095.wav,animated\images\img_1095.npy,Dialogue between characters,10,0
animated_SB_634,train,not_optimized,animated\audio\audio_634.wav,animated\images\img_634.npy,Hero enters the room,2,0
animated_SB_1035,train,not_optimized,animated\audio\audio_1035.wav,animated\images\img_1035.npy,Villain sets a trap,16,0
animated_SB_284,train,not_optimized,animated\audio\audio_284.wav,animated\images\img_284.npy,Chase sequence begins,3,0
animated_SB_180,train,not_optimized,animated\audio\audio_180.wav,animated\images\img_180.npy,Climactic battle scene,6,0
animated_SB_1246,train,not_optimized,animated\audio\audio_1246.wav,animated\images\img_1246.npy,Climactic battle scene,12,0
animated_SB_497,train,not_optimized,animated\audio\audio_497.wav,animated\images\img_497.npy,Villain sets a trap,7,0
animated_SB_683,train,not_optimized,animated\audio\audio_683.wav,animated\images\img_683.npy,Hero enters the room,2,0
animated_SB_1042,val,not_optimized,animated\audio\audio_1042.wav,animated\images\img_1042.npy,Chase sequence begins,5,0
animated_SB_149,val,not_optimized,animated\audio\audio_149.wav,animated\images\img_149.npy,Chase sequence begins,19,0
animated_SB_805,val,not_optimized,animated\audio\audio_805.wav,animated\images\img_805.npy,Villain sets a trap,2,0
animated_SB_560,val,not_optimized,animated\audio\audio_560.wav,animated\images\img_560.npy,Climactic battle scene,13,0
animated_SB_1145,val,not_optimized,animated\audio\audio_1145.wav,animated\images\img_1145.npy,Chase sequence begins,2,0
animated_SB_78,val,not_optimized,animated\audio\audio_78.wav,animated\images\img_78.npy,Climactic battle scene,8,0
animated_SB_857,val,not_optimized,animated\audio\audio_857.wav,animated\images\img_857.npy,Dialogue between characters,8,0
animated_SB_503,val,not_optimized,animated\audio\audio_503.wav,animated\images\img_503.npy,Dialogue between characters,12,0
animated_SB_761,val,not_optimized,animated\audio\audio_761.wav,animated\images\img_761.npy,Villain sets a trap,4,0
animated_SB_95,val,not_optimized,animated\audio\audio_95.wav,animated\images\img_95.npy,Climactic battle scene,1,0
animated_SB_90,val,not_optimized,animated\audio\audio_90.wav,animated\images\img_90.npy,Climactic battle scene,7,0
animated_SB_595,val,not_optimized,animated\audio\audio_595.wav,animated\images\img_595.npy,Chase sequence begins,10,0
animated_SB_263,val,not_optimized,animated\audio\audio_263.wav,animated\images\img_263.npy,Villain sets a trap,5,0
animated_SB_63,val,not_optimized,animated\audio\audio_63.wav,animated\images\img_63.npy,Chase sequence begins,14,0
animated_SB_262,val,not_optimized,animated\audio\audio_262.wav,animated\images\img_262.npy,Villain sets a trap,1,0
animated_SB_332,val,not_optimized,animated\audio\audio_332.wav,animated\images\img_332.npy,Chase sequence begins,15,0
animated_SB_848,val,not_optimized,animated\audio\audio_848.wav,animated\images\img_848.npy,Villain sets a trap,6,0
animated_SB_876,val,not_optimized,animated\audio\audio_876.wav,animated\images\img_876.npy,Climactic battle scene,5,0
animated_SB_924,val,not_optimized,animated\audio\audio_924.wav,animated\images\img_924.npy,Chase sequence begins,4,0
animated_SB_377,val,not_optimized,animated\audio\audio_377.wav,animated\images\img_377.npy,Villain sets a trap,2,0
animated_SB_1002,val,not_optimized,animated\audio\audio_1002.wav,animated\images\img_1002.npy,Climactic battle scene,19,0
animated_SB_24,val,not_optimized,animated\audio\audio_24.wav,animated\images\img_24.npy,Dialogue between characters,19,0
animated_SB_1123,val,not_optimized,animated\audio\audio_1123.wav,animated\images\img_1123.npy,Dialogue between characters,13,0
animated_SB_343,val,not_optimized,animated\audio\audio_343.wav,animated\images\img_343.npy,Villain sets a trap,9,0
animated_SB_625,val,not_optimized,animated\audio\audio_625.wav,animated\images\img_625.npy,Villain sets a trap,14,0
animated_SB_1,val,not_optimized,animated\audio\audio_1.wav,animated\images\img_1.npy,Chase sequence begins,7,0
animated_SB_1073,val,not_optimized,animated\audio\audio_1073.wav,animated\images\img_1073.npy,Villain sets a trap,13,0
animated_SB_816,val,not_optimized,animated\audio\audio_816.wav,animated\images\img_816.npy,Hero enters the room,5,0
animated_SB_1124,val,not_optimized,animated\audio\audio_1124.wav,animated\images\img_1124.npy,Climactic battle scene,11,0
animated_SB_175,val,not_optimized,animated\audio\audio_175.wav,animated\images\img_175.npy,Dialogue between characters,11,0
animated_SB_984,val,not_optimized,animated\audio\audio_984.wav,animated\images\img_984.npy,Dialogue between characters,18,0
animated_SB_388,val,not_optimized,animated\audio\audio_388.wav,animated\images\img_388.npy,Villain sets a trap,12,0
animated_SB_166,val,not_optimized,animated\audio\audio_166.wav,animated\images\img_166.npy,Hero enters the room,2,0
animated_SB_219,val,not_optimized,animated\audio\audio_219.wav,animated\images\img_219.npy,Chase sequence begins,16,0
animated_SB_635,val,not_optimized,animated\audio\audio_635.wav,animated\images\img_635.npy,Climactic battle scene,18,0
animated_SB_981,val,not_optimized,animated\audio\audio_981.wav,animated\images\img_981.npy,Climactic battle scene,16,0
animated_SB_666,val,not_optimized,animated\audio\audio_666.wav,animated\images\img_666.npy,Hero enters the room,4,0
animated_SB_885,val,not_optimized,animated\audio\audio_885.wav,animated\images\img_885.npy,Villain sets a trap,13,0
animated_SB_319,val,not_optimized,animated\audio\audio_319.wav,animated\images\img_319.npy,Climactic battle scene,6,0
animated_SB_653,val,not_optimized,animated\audio\audio_653.wav,animated\images\img_653.npy,Villain sets a trap,6,0
animated_SB_918,val,not_optimized,animated\audio\audio_918.wav,animated\images\img_918.npy,Villain sets a trap,8,0
animated_SB_124,val,not_optimized,animated\audio\audio_124.wav,animated\images\img_124.npy,Villain sets a trap,15,0
animated_SB_959,val,not_optimized,animated\audio\audio_959.wav,animated\images\img_959.npy,Villain sets a trap,12,0
animated_SB_532,val,not_optimized,animated\audio\audio_532.wav,animated\images\img_532.npy,Climactic battle scene,18,0
animated_SB_196,val,not_optimized,animated\audio\audio_196.wav,animated\images\img_196.npy,Hero enters the room,8,0
animated_SB_1087,val,not_optimized,animated\audio\audio_1087.wav,animated\images\img_1087.npy,Chase sequence begins,12,0
animated_SB_526,val,not_optimized,animated\audio\audio_526.wav,animated\images\img_526.npy,Dialogue between characters,16,0
animated_SB_283,val,not_optimized,animated\audio\audio_283.wav,animated\images\img_283.npy,Dialogue between characters,10,0
animated_SB_750,val,not_optimized,animated\audio\audio_750.wav,animated\images\img_750.npy,Chase sequence begins,1,0
animated_SB_923,val,not_optimized,animated\audio\audio_923.wav,animated\images\img_923.npy,Dialogue between characters,16,0
animated_SB_1021,val,not_optimized,animated\audio\audio_1021.wav,animated\images\img_1021.npy,Dialogue between characters,14,0
animated_SB_2,val,not_optimized,animated\audio\audio_2.wav,animated\images\img_2.npy,Climactic battle scene,15,0
animated_SB_474,val,not_optimized,animated\audio\audio_474.wav,animated\images\img_474.npy,Dialogue between characters,12,0
animated_SB_1218,val,not_optimized,animated\audio\audio_1218.wav,animated\images\img_1218.npy,Hero enters the room,3,0
animated_SB_454,val,not_optimized,animated\audio\audio_454.wav,animated\images\img_454.npy,Climactic battle scene,14,0
animated_SB_314,val,not_optimized,animated\audio\audio_314.wav,animated\images\img_314.npy,Dialogue between characters,2,0
animated_SB_1107,val,not_optimized,animated\audio\audio_1107.wav,animated\images\img_1107.npy,Hero enters the room,11,0
animated_SB_355,val,not_optimized,animated\audio\audio_355.wav,animated\images\img_355.npy,Climactic battle scene,5,0
animated_SB_667,val,not_optimized,animated\audio\audio_667.wav,animated\images\img_667.npy,Chase sequence begins,8,0
animated_SB_806,val,not_optimized,animated\audio\audio_806.wav,animated\images\img_806.npy,Climactic battle scene,1,0
animated_SB_285,val,not_optimized,animated\audio\audio_285.wav,animated\images\img_285.npy,Chase sequence begins,8,0
animated_SB_779,val,not_optimized,animated\audio\audio_779.wav,animated\images\img_779.npy,Villain sets a trap,6,0
animated_SB_1098,val,not_optimized,animated\audio\audio_1098.wav,animated\images\img_1098.npy,Chase sequence begins,14,0
animated_SB_931,val,not_optimized,animated\audio\audio_931.wav,animated\images\img_931.npy,Chase sequence begins,19,0
animated_SB_708,val,not_optimized,animated\audio\audio_708.wav,animated\images\img_708.npy,Hero enters the room,15,0
animated_SB_139,val,not_optimized,animated\audio\audio_139.wav,animated\images\img_139.npy,Hero enters the room,1,0
animated_SB_756,val,not_optimized,animated\audio\audio_756.wav,animated\images\img_756.npy,Villain sets a trap,9,0
animated_SB_1197,val,not_optimized,animated\audio\audio_1197.wav,animated\images\img_1197.npy,Dialogue between characters,11,0
